reserva_cancelada,tempo_antecedencia,data_chegada,ano_chegada,mes_chegada,diadomes_chegada,nro_noites_fds,nro_noites_dds,adultos,criancas,bebes,alimentacao,país,segmento_mercado,cliente_recorrente,tipo_quarto,tipo_pgto,agencia_turismo,receita_por_noite,pedidos_especiais,status_reserva,data_status_reserva
0,41,01/03/2016,2016,3,1,0,5,1,0,0,HB,DEU,Grupos,0,E,Sem pgto,NULL,68,0,Confirmada,06/03/2016
0,41,01/03/2016,2016,3,1,0,5,1,0,0,HB,DEU,Grupos,0,E,Sem pgto,NULL,68,0,Confirmada,06/03/2016
0,33,01/03/2016,2016,3,1,0,5,2,0,0,HB,DEU,Grupos,0,E,Sem pgto,NULL,81,1,Confirmada,06/03/2016
0,45,01/03/2016,2016,3,1,1,5,2,0,0,HB,DEU,Grupos,0,E,Sem pgto,NULL,81,0,Confirmada,07/03/2016
0,11,01/03/2016,2016,3,1,2,5,2,0,0,BB,IRL,AT Offline,0,D,Sem pgto,156,"36,86",3,Confirmada,08/03/2016
0,41,01/03/2016,2016,3,1,2,6,2,0,0,HB,ITA,Grupos,0,A,Sem pgto,NULL,65,1,Confirmada,09/03/2016
0,1,01/03/2016,2016,3,1,2,6,1,0,0,BB,FIN,Corporativo,0,E,Sem pgto,NULL,"39,5",0,Confirmada,09/03/2016
0,41,01/03/2016,2016,3,1,2,6,1,0,0,HB,DEU,Grupos,0,A,Sem pgto,NULL,50,0,Confirmada,09/03/2016
0,41,01/03/2016,2016,3,1,2,6,2,0,0,HB,AUT,Grupos,0,E,Sem pgto,NULL,0,2,Confirmada,09/03/2016
0,45,01/03/2016,2016,3,1,2,6,2,0,0,SC,DEU,Grupos,0,E,Sem pgto,NULL,0,1,Confirmada,09/03/2016
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,CN,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,219,02/03/2016,2016,3,2,2,5,2,0,0,HB,PRT,AT Offline,0,A,Pgto não reembolsável,310,52,0,Cancelada,20/11/2015
1,118,02/03/2016,2016,3,2,2,5,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,241,"33,26",0,Cancelada,27/01/2016
1,0,02/03/2016,2016,3,2,0,1,1,0,0,BB,PRT,Corporativo,0,A,Sem pgto,NULL,40,0,Ausente,02/03/2016
0,2,02/03/2016,2016,3,2,0,0,1,0,0,BB,PRT,Corporativo,0,A,Sem pgto,NULL,0,0,Confirmada,02/03/2016
0,0,02/03/2016,2016,3,2,0,1,1,0,0,BB,NULL,AT Online,0,A,Sem pgto,240,43,1,Confirmada,03/03/2016
0,0,02/03/2016,2016,3,2,0,1,2,0,0,BB,NULL,Direta,0,A,Sem pgto,NULL,40,0,Confirmada,03/03/2016
0,0,02/03/2016,2016,3,2,0,1,1,0,0,BB,NULL,Direta,0,A,Sem pgto,NULL,40,0,Confirmada,03/03/2016
0,0,02/03/2016,2016,3,2,0,1,2,0,0,BB,PRT,AT Online,1,A,Sem pgto,240,48,0,Confirmada,03/03/2016
0,1,02/03/2016,2016,3,2,0,1,1,0,0,BB,PRT,Corporativo,1,A,Sem pgto,NULL,40,0,Confirmada,03/03/2016
0,7,02/03/2016,2016,3,2,0,1,1,0,0,BB,PRT,Direta,1,A,Sem pgto,10,31,0,Confirmada,03/03/2016
0,2,02/03/2016,2016,3,2,0,1,1,0,0,BB,PRT,Corporativo,1,A,Sem pgto,NULL,40,0,Confirmada,03/03/2016
0,0,02/03/2016,2016,3,2,0,1,1,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,40,0,Confirmada,03/03/2016
0,0,02/03/2016,2016,3,2,0,1,1,0,0,BB,PRT,Corporativo,0,A,Sem pgto,NULL,30,0,Confirmada,03/03/2016
0,1,02/03/2016,2016,3,2,0,1,1,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,43,0,Confirmada,03/03/2016
0,0,02/03/2016,2016,3,2,0,1,1,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,40,0,Confirmada,03/03/2016
0,6,02/03/2016,2016,3,2,0,1,1,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,43,0,Confirmada,03/03/2016
0,5,02/03/2016,2016,3,2,0,1,2,0,0,BB,GBR,Corporativo,0,E,Sem pgto,360,65,0,Confirmada,03/03/2016
0,0,02/03/2016,2016,3,2,0,1,2,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,45,0,Confirmada,03/03/2016
0,0,02/03/2016,2016,3,2,0,1,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,0,Confirmada,03/03/2016
0,2,02/03/2016,2016,3,2,0,1,2,0,0,BB,PRT,AT Online,0,D,Sem pgto,NULL,58,0,Confirmada,03/03/2016
0,0,02/03/2016,2016,3,2,0,1,2,0,0,BB,PRT,AT Offline,0,A,Sem pgto,6,29,0,Confirmada,03/03/2016
0,2,02/03/2016,2016,3,2,0,2,1,0,0,BB,PRT,Corporativo,0,A,Sem pgto,NULL,30,0,Confirmada,04/03/2016
0,0,02/03/2016,2016,3,2,0,2,2,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,46,0,Confirmada,04/03/2016
0,6,02/03/2016,2016,3,2,0,2,2,2,0,BB,ESP,AT Online,0,G,Sem pgto,240,99,0,Confirmada,04/03/2016
0,0,02/03/2016,2016,3,2,0,2,2,0,0,BB,ITA,Direta,0,F,Sem pgto,NULL,65,0,Confirmada,04/03/2016
0,1,02/03/2016,2016,3,2,0,2,1,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,40,0,Confirmada,04/03/2016
0,1,02/03/2016,2016,3,2,0,2,2,1,0,BB,CN,Direta,0,E,Sem pgto,NULL,80,0,Confirmada,04/03/2016
0,0,02/03/2016,2016,3,2,0,2,1,0,0,BB,PRT,Corporativo,0,A,Sem pgto,NULL,40,0,Confirmada,04/03/2016
0,14,02/03/2016,2016,3,2,0,2,2,0,0,BB,PRT,AT Online,0,E,Sem pgto,240,68,0,Confirmada,04/03/2016
0,1,02/03/2016,2016,3,2,0,2,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,0,Confirmada,04/03/2016
0,5,02/03/2016,2016,3,2,0,2,1,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,40,1,Confirmada,04/03/2016
0,5,02/03/2016,2016,3,2,0,2,1,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,40,1,Confirmada,04/03/2016
0,34,02/03/2016,2016,3,2,0,4,1,1,0,BB,GBR,AT Offline,0,A,Sem pgto,196,25,0,Confirmada,06/03/2016
0,106,02/03/2016,2016,3,2,2,4,2,0,0,BB,GBR,AT Online,0,D,Sem pgto,240,"46,4",2,Confirmada,08/03/2016
0,34,02/03/2016,2016,3,2,2,5,2,0,0,BB,GBR,AT Offline,0,A,Sem pgto,115,"26,1",0,Confirmada,09/03/2016
0,95,02/03/2016,2016,3,2,2,5,2,0,0,BB,DEU,AT Online,0,D,Sem pgto,241,"42,43",1,Confirmada,09/03/2016
0,126,02/03/2016,2016,3,2,2,5,2,0,0,BB,NOR,AT Online,0,E,Sem pgto,240,"62,63",1,Confirmada,09/03/2016
0,7,02/03/2016,2016,3,2,2,5,2,0,0,BB,DEU,AT Offline,0,E,Sem pgto,143,"39,6",0,Confirmada,09/03/2016
0,131,02/03/2016,2016,3,2,8,20,2,0,0,BB,CN,AT Offline,0,D,Sem pgto,96,"31,45",1,Confirmada,30/03/2016
1,7,03/03/2016,2016,3,3,0,3,1,0,0,BB,PRT,AT Online,0,A,Sem pgto,242,43,1,Ausente,03/03/2016
1,7,03/03/2016,2016,3,3,0,3,1,0,0,BB,PRT,AT Online,0,A,Sem pgto,242,43,1,Ausente,03/03/2016
0,0,03/03/2016,2016,3,3,0,1,1,0,0,BB,PRT,Corporativo,0,A,Sem pgto,NULL,30,0,Confirmada,04/03/2016
0,0,03/03/2016,2016,3,3,0,1,2,0,0,BB,PRT,Direta,1,A,Sem pgto,NULL,40,1,Confirmada,04/03/2016
0,2,03/03/2016,2016,3,3,0,1,1,0,0,BB,PRT,Corporativo,1,A,Sem pgto,NULL,30,0,Confirmada,04/03/2016
0,1,03/03/2016,2016,3,3,0,1,2,0,0,BB,PRT,AT Online,1,A,Sem pgto,240,48,1,Confirmada,04/03/2016
0,0,03/03/2016,2016,3,3,0,1,2,0,0,BB,PRT,AT Offline,1,A,Sem pgto,15,29,0,Confirmada,04/03/2016
0,0,03/03/2016,2016,3,3,0,1,2,0,0,BB,PRT,AT Online,1,A,Sem pgto,240,43,3,Confirmada,04/03/2016
0,17,03/03/2016,2016,3,3,0,1,2,0,0,HB,PRT,AT Online,0,A,Sem pgto,240,80,0,Confirmada,04/03/2016
0,36,03/03/2016,2016,3,3,0,1,2,0,0,BB,GBR,AT Offline,0,A,Sem pgto,6,26,1,Confirmada,04/03/2016
0,13,03/03/2016,2016,3,3,0,1,2,0,0,BB,DEU,AT Online,0,A,Sem pgto,240,48,0,Confirmada,04/03/2016
0,1,03/03/2016,2016,3,3,0,2,1,0,0,BB,PRT,Direta,1,A,Sem pgto,NULL,30,1,Confirmada,05/03/2016
0,7,03/03/2016,2016,3,3,0,3,2,0,0,BB,PRT,AT Offline,0,E,Sem pgto,6,45,1,Confirmada,06/03/2016
0,0,03/03/2016,2016,3,3,0,3,2,0,0,BB,PRT,AT Online,0,D,Sem pgto,240,58,2,Confirmada,06/03/2016
0,8,03/03/2016,2016,3,3,0,3,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,1,Confirmada,06/03/2016
0,2,03/03/2016,2016,3,3,0,3,2,0,0,BB,PRT,AT Online,0,D,Sem pgto,240,64,1,Confirmada,06/03/2016
0,1,03/03/2016,2016,3,3,1,3,2,0,0,HB,PRT,Direta,0,A,Sem pgto,250,"70,5",0,Confirmada,07/03/2016
0,104,03/03/2016,2016,3,3,2,3,2,0,0,BB,GBR,AT Offline,0,A,Sem pgto,6,"27,6",0,Confirmada,08/03/2016
0,9,03/03/2016,2016,3,3,2,4,2,0,0,BB,PRT,AT Offline,0,A,Sem pgto,96,"46,1",0,Confirmada,09/03/2016
0,6,03/03/2016,2016,3,3,2,4,2,0,0,HB,ESP,AT Offline,0,A,Sem pgto,115,"49,5",0,Confirmada,09/03/2016
0,57,03/03/2016,2016,3,3,2,8,2,0,0,BB,GBR,AT Offline,0,D,Sem pgto,2,39,0,Confirmada,13/03/2016
0,47,03/03/2016,2016,3,3,4,10,2,0,0,BB,IRL,AT Offline,0,A,Sem pgto,8,"26,1",0,Confirmada,17/03/2016
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,162,04/03/2016,2016,3,4,6,15,2,0,0,HB,PRT,Grupos,0,A,Pgto não reembolsável,96,82,0,Cancelada,03/11/2015
1,58,04/03/2016,2016,3,4,3,7,1,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,39,1,Cancelada,08/01/2016
1,30,04/03/2016,2016,3,4,0,1,1,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,39,2,Cancelada,09/02/2016
1,30,04/03/2016,2016,3,4,0,1,1,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,39,2,Cancelada,09/02/2016
1,29,04/03/2016,2016,3,4,2,7,2,0,0,HB,PRT,AT Offline,0,A,Sem pgto,171,55,0,Cancelada,03/03/2016
1,2,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,Direta,0,F,Sem pgto,NULL,75,1,Ausente,04/03/2016
1,0,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,0,Cancelada,04/03/2016
1,0,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,0,Cancelada,04/03/2016
1,52,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,1,Ausente,04/03/2016
1,0,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Online,0,E,Sem pgto,240,68,0,Cancelada,04/03/2016
0,0,04/03/2016,2016,3,4,0,0,1,0,0,BB,PRT,AT Online,1,A,Sem pgto,242,0,1,Confirmada,04/03/2016
0,0,04/03/2016,2016,3,4,0,0,1,0,0,BB,PRT,AT Online,1,A,Sem pgto,242,0,1,Confirmada,04/03/2016
0,0,04/03/2016,2016,3,4,0,0,2,0,0,HB,PRT,AT Offline,1,A,Sem pgto,171,0,0,Confirmada,04/03/2016
0,0,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,Direta,1,D,Sem pgto,NULL,55,0,Confirmada,05/03/2016
0,0,04/03/2016,2016,3,4,0,1,2,0,0,BB,FIN,AT Online,1,D,Sem pgto,240,58,0,Confirmada,05/03/2016
0,11,04/03/2016,2016,3,4,0,1,2,0,0,BB,DEU,AT Online,0,A,Sem pgto,240,48,0,Confirmada,05/03/2016
0,1,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,1,Confirmada,05/03/2016
0,1,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,1,Confirmada,05/03/2016
0,88,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,AT Offline,0,D,Sem pgto,251,36,0,Confirmada,05/03/2016
0,24,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,1,Confirmada,05/03/2016
0,24,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,1,Confirmada,05/03/2016
0,0,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,Direta,0,F,Sem pgto,NULL,75,0,Confirmada,05/03/2016
0,3,04/03/2016,2016,3,4,0,1,1,0,0,BB,PRT,AT Offline,0,A,Sem pgto,330,40,0,Confirmada,05/03/2016
0,3,04/03/2016,2016,3,4,0,1,1,0,0,BB,PRT,AT Offline,0,A,Sem pgto,330,40,0,Confirmada,05/03/2016
0,3,04/03/2016,2016,3,4,0,1,2,0,0,BB,PRT,AT Offline,0,A,Sem pgto,330,45,0,Confirmada,05/03/2016
0,0,04/03/2016,2016,3,4,0,2,1,0,0,BB,NULL,Direta,0,A,Sem pgto,NULL,56,0,Confirmada,06/03/2016
0,11,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Offline,1,A,Sem pgto,NULL,35,1,Confirmada,06/03/2016
0,18,04/03/2016,2016,3,4,0,2,2,0,0,BB,ESP,AT Online,0,A,Sem pgto,240,48,2,Confirmada,06/03/2016
0,1,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Online,0,E,Sem pgto,240,74,0,Confirmada,06/03/2016
0,1,04/03/2016,2016,3,4,0,2,1,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,40,0,Confirmada,06/03/2016
0,3,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,1,Confirmada,06/03/2016
0,3,04/03/2016,2016,3,4,0,2,2,1,0,BB,PRT,AT Online,0,A,Sem pgto,242,69,2,Confirmada,06/03/2016
0,7,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Offline,0,A,Sem pgto,8,35,0,Confirmada,06/03/2016
0,1,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Online,0,E,Sem pgto,240,68,2,Confirmada,06/03/2016
0,1,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Online,0,E,Sem pgto,240,68,1,Confirmada,06/03/2016
0,1,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Online,0,E,Sem pgto,240,74,1,Confirmada,06/03/2016
0,3,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,Corporativo,0,A,Sem pgto,135,35,0,Confirmada,06/03/2016
0,3,04/03/2016,2016,3,4,0,2,2,0,0,HB,PRT,AT Offline,0,A,Sem pgto,196,56,0,Confirmada,06/03/2016
0,46,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,2,Confirmada,06/03/2016
0,23,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,60,0,Confirmada,06/03/2016
0,16,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,1,Confirmada,06/03/2016
0,50,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,56,1,Confirmada,06/03/2016
0,31,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Offline,0,A,Sem pgto,196,60,0,Confirmada,06/03/2016
0,8,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,Direta,0,D,Sem pgto,250,61,0,Confirmada,06/03/2016
0,0,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,AT Offline,0,A,Sem pgto,196,60,0,Confirmada,06/03/2016
0,1,04/03/2016,2016,3,4,0,2,2,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,60,1,Confirmada,06/03/2016
0,10,04/03/2016,2016,3,4,0,2,2,0,0,BB,ESP,AT Online,0,A,Sem pgto,240,54,2,Confirmada,06/03/2016
0,10,04/03/2016,2016,3,4,0,2,2,0,0,BB,ESP,AT Online,0,A,Sem pgto,240,48,2,Confirmada,06/03/2016
0,3,04/03/2016,2016,3,4,0,2,2,0,0,HB,PRT,AT Offline,0,A,Sem pgto,196,56,0,Confirmada,06/03/2016
0,22,04/03/2016,2016,3,4,1,2,2,0,0,BB,DNK,AT Online,0,A,Sem pgto,240,48,1,Confirmada,07/03/2016
0,22,04/03/2016,2016,3,4,1,2,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,1,Confirmada,07/03/2016
0,22,04/03/2016,2016,3,4,1,2,2,0,0,BB,DNK,AT Online,0,A,Sem pgto,240,48,1,Confirmada,07/03/2016
0,22,04/03/2016,2016,3,4,1,2,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,54,1,Confirmada,07/03/2016
0,23,04/03/2016,2016,3,4,1,2,2,0,0,BB,GBR,AT Online,0,A,Sem pgto,240,48,0,Confirmada,07/03/2016
0,42,04/03/2016,2016,3,4,1,2,2,0,0,BB,PRT,AT Online,0,E,Sem pgto,240,66,2,Confirmada,07/03/2016
0,94,04/03/2016,2016,3,4,2,2,1,0,0,BB,GBR,AT Offline,0,A,Sem pgto,6,4,2,Confirmada,08/03/2016
0,94,04/03/2016,2016,3,4,2,2,1,0,0,BB,GBR,AT Offline,0,A,Sem pgto,6,4,1,Confirmada,08/03/2016
0,15,04/03/2016,2016,3,4,2,2,2,0,0,BB,ESP,AT Online,0,A,Sem pgto,240,54,1,Confirmada,08/03/2016
0,3,04/03/2016,2016,3,4,2,3,2,0,0,BB,ESP,AT Online,0,D,Sem pgto,240,58,1,Confirmada,09/03/2016
0,3,04/03/2016,2016,3,4,2,3,2,0,0,BB,ESP,AT Offline,0,A,Sem pgto,177,35,0,Confirmada,09/03/2016
0,31,04/03/2016,2016,3,4,2,4,2,0,0,BB,ESP,AT Online,0,A,Sem pgto,240,56,2,Confirmada,10/03/2016
0,108,04/03/2016,2016,3,4,2,5,2,0,0,BB,GBR,AT Offline,0,A,Sem pgto,115,"26,1",0,Confirmada,11/03/2016
0,36,04/03/2016,2016,3,4,2,5,2,0,0,BB,GBR,AT Offline,0,D,Sem pgto,115,"34,73",0,Confirmada,11/03/2016
0,97,04/03/2016,2016,3,4,3,7,2,0,0,BB,PRT,AT Offline,0,A,Sem pgto,6,26,1,Confirmada,14/03/2016
0,97,04/03/2016,2016,3,4,3,7,2,0,0,BB,BEL,AT Offline,0,A,Sem pgto,6,26,1,Confirmada,14/03/2016
0,10,04/03/2016,2016,3,4,4,10,2,0,0,BB,CN,AT Offline,0,E,Sem pgto,96,"42,36",0,Confirmada,18/03/2016
0,50,04/03/2016,2016,3,4,4,10,2,0,0,HB,GBR,AT Offline,0,A,Sem pgto,171,"54,25",0,Confirmada,18/03/2016
1,49,05/03/2016,2016,3,5,2,2,1,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,66,0,Cancelada,20/01/2016
1,49,05/03/2016,2016,3,5,2,2,1,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,66,0,Cancelada,20/01/2016
1,49,05/03/2016,2016,3,5,2,2,1,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,66,0,Cancelada,20/01/2016
1,49,05/03/2016,2016,3,5,2,2,2,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,81,0,Cancelada,20/01/2016
1,49,05/03/2016,2016,3,5,2,2,2,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,81,0,Cancelada,20/01/2016
1,49,05/03/2016,2016,3,5,2,2,1,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,66,0,Cancelada,20/01/2016
1,49,05/03/2016,2016,3,5,2,2,1,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,66,0,Cancelada,20/01/2016
1,49,05/03/2016,2016,3,5,2,2,2,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,81,0,Cancelada,20/01/2016
1,49,05/03/2016,2016,3,5,2,2,1,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,66,0,Cancelada,20/01/2016
1,49,05/03/2016,2016,3,5,2,2,1,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,66,0,Cancelada,20/01/2016
1,50,05/03/2016,2016,3,5,0,1,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,1,Cancelada,03/02/2016
1,19,05/03/2016,2016,3,5,2,5,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,0,Cancelada,20/02/2016
1,38,05/03/2016,2016,3,5,2,2,2,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,48,2,Cancelada,22/02/2016
1,38,05/03/2016,2016,3,5,2,2,1,0,0,BB,PRT,AT Online,0,A,Sem pgto,240,39,2,Cancelada,22/02/2016
1,49,05/03/2016,2016,3,5,2,2,1,0,0,HB,PRT,Grupos,0,E,Sem pgto,NULL,66,0,Ausente,05/03/2016
0,60,05/03/2016,2016,3,5,0,1,2,0,0,BB,CN,AT Offline,0,D,Sem pgto,251,37,0,Confirmada,06/03/2016
0,14,05/03/2016,2016,3,5,0,1,2,0,0,BB,PRT,Direta,0,A,Sem pgto,NULL,75,2,Confirmada,06/03/2016
0,0,05/03/2016,2016,3,5,0,1,2,2,0,BB,PRT,Direta,0,C,Sem pgto,NULL,75,0,Confirmada,06/03/2016
0,1,05/03/2016,2016,3,5,0,1,2,0,0,BB,PRT,AT Offline,0,A,Sem pgto,6,29,0,Confirmada,06/03/2016
0,4,05/03/2016,2016,3,5,0,1,2,0,0,BB,PRT,Direta,0,F,Sem pgto,NULL,81,1,Confirmada,06/03/2016
0,0,05/03/2016,2016,3,5,0,1,2,0,0,BB,PRT,AT Offline,0,A,Sem pgto,177,29,0,Confirmada,06/03/2016
